id,gender,age,mask,class,bbox,path
000005,female,58,mask5,4,58.916666666666664 92.3125 158.66666666666669 168.0,data/train/images/000005_female_Asian_58/mask5.jpg
000006,female,59,mask1,4,65.33333333333334 85.3125 151.66666666666669 157.9375,data/train/images/000006_female_Asian_59/mask1.jpg
000006,female,59,mask2,4,64.75 78.75 158.66666666666669 158.8125,data/train/images/000006_female_Asian_59/mask2.jpg
000006,female,59,mask3,4,63.0 87.5 141.75 156.625,data/train/images/000006_female_Asian_59/mask3.jpg
000006,female,59,mask5,4,58.916666666666664 91.0 139.41666666666669 158.375,data/train/images/000006_female_Asian_59/mask5.jpg
000007,female,58,incorrect_mask,10,58.333333333333336 73.9375 148.16666666666669 130.8125,data/train/images/000007_female_Asian_58/incorrect_mask.jpg
000007,female,58,mask1,4,56.0 91.0 137.08333333333331 159.25,data/train/images/000007_female_Asian_58/mask1.jpg
000007,female,58,mask2,4,9.916666666666668 206.5 15.75 211.3125,data/train/images/000007_female_Asian_58/mask2.jpg
000007,female,58,mask3,4,58.333333333333336 91.0 140.58333333333331 163.625,data/train/images/000007_female_Asian_58/mask3.jpg
000007,female,58,mask4,4,54.83333333333333 86.625 140.0 164.5,data/train/images/000007_female_Asian_58/mask4.jpg
000007,female,58,mask5,4,58.333333333333336 91.0 140.58333333333331 161.4375,data/train/images/000007_female_Asian_58/mask5.jpg
000008,female,58,incorrect_mask,10,64.16666666666666 87.0625 145.83333333333331 154.0,data/train/images/000008_female_Asian_58/incorrect_mask.jpg
000008,female,58,mask1,4,59.5 78.3125 154.0 156.1875,data/train/images/000008_female_Asian_58/mask1.jpg
000008,female,58,mask2,4,61.833333333333336 87.5 139.41666666666669 155.3125,data/train/images/000008_female_Asian_58/mask2.jpg
000008,female,58,mask3,4,64.16666666666666 75.6875 158.08333333333331 156.625,data/train/images/000008_female_Asian_58/mask3.jpg
000008,female,58,mask4,4,61.25 87.0625 149.33333333333331 157.0625,data/train/images/000008_female_Asian_58/mask4.jpg
000008,female,58,mask5,4,71.75 87.5 153.41666666666669 154.0,data/train/images/000008_female_Asian_58/mask5.jpg
000009,female,56,incorrect_mask,10,60.083333333333336 96.6875 142.91666666666669 171.0625,data/train/images/000009_female_Asian_56/incorrect_mask.jpg
000009,female,56,mask1,4,63.0 95.375 153.41666666666669 173.25,data/train/images/000009_female_Asian_56/mask1.jpg
000009,female,56,mask2,4,64.75 89.25 144.08333333333331 158.8125,data/train/images/000009_female_Asian_56/mask2.jpg
000009,female,56,mask3,4,56.0 91.4375 149.33333333333331 171.9375,data/train/images/000009_female_Asian_56/mask3.jpg
000009,female,56,mask4,4,60.666666666666664 87.5 149.91666666666669 161.4375,data/train/images/000009_female_Asian_56/mask4.jpg
000009,female,56,mask5,4,68.83333333333334 86.625 155.16666666666669 158.8125,data/train/images/000009_female_Asian_56/mask5.jpg
000010,female,58,incorrect_mask,10,59.5 85.3125 150.5 164.0625,data/train/images/000010_female_Asian_58/incorrect_mask.jpg
000010,female,58,mask1,4,61.833333333333336 81.8125 157.5 162.3125,data/train/images/000010_female_Asian_58/mask1.jpg
000010,female,58,mask2,4,57.75 82.25 154.0 162.3125,data/train/images/000010_female_Asian_58/mask2.jpg
000010,female,58,mask3,4,63.583333333333336 80.0625 154.58333333333331 154.875,data/train/images/000010_female_Asian_58/mask3.jpg
000010,female,58,mask4,4,63.583333333333336 86.625 152.25 159.6875,data/train/images/000010_female_Asian_58/mask4.jpg
000010,female,58,mask5,4,60.666666666666664 74.8125 153.41666666666669 151.375,data/train/images/000010_female_Asian_58/mask5.jpg
000012,male,57,incorrect_mask,7,61.833333333333336 74.375 156.91666666666669 150.9375,data/train/images/000012_male_Asian_57/incorrect_mask.jpg
000012,male,57,mask1,1,63.0 73.9375 149.33333333333331 144.8125,data/train/images/000012_male_Asian_57/mask1.jpg
000012,male,57,mask2,1,60.083333333333336 76.125 143.5 146.5625,data/train/images/000012_male_Asian_57/mask2.jpg
000012,male,57,mask3,1,60.083333333333336 73.5 156.33333333333331 155.3125,data/train/images/000012_male_Asian_57/mask3.jpg
000012,male,57,mask4,1,60.666666666666664 75.25 156.33333333333331 152.6875,data/train/images/000012_male_Asian_57/mask4.jpg
000012,male,57,mask5,1,57.75 66.0625 159.83333333333331 152.25,data/train/images/000012_male_Asian_57/mask5.jpg
000014,female,58,incorrect_mask,10,67.08333333333334 94.9375 153.41666666666669 165.8125,data/train/images/000014_female_Asian_58/incorrect_mask.jpg
000014,female,58,mask1,4,56.583333333333336 85.3125 151.08333333333331 160.5625,data/train/images/000014_female_Asian_58/mask1.jpg
000014,female,58,mask2,4,70.0 93.625 161.58333333333331 171.9375,data/train/images/000014_female_Asian_58/mask2.jpg
000014,female,58,mask3,4,65.91666666666666 82.25 156.91666666666669 156.1875,data/train/images/000014_female_Asian_58/mask3.jpg
000014,female,58,mask4,4,57.166666666666664 94.9375 150.5 171.0625,data/train/images/000014_female_Asian_58/mask4.jpg
000014,female,58,mask5,4,60.083333333333336 77.0 152.83333333333331 151.375,data/train/images/000014_female_Asian_58/mask5.jpg
000015,male,55,incorrect_mask,7,67.66666666666666 87.0625 156.33333333333331 164.9375,data/train/images/000015_male_Asian_55/incorrect_mask.jpg
000015,male,55,mask1,1,60.666666666666664 84.4375 156.33333333333331 164.0625,data/train/images/000015_male_Asian_55/mask1.jpg
000015,male,55,mask2,1,57.75 76.125 149.33333333333331 155.75,data/train/images/000015_male_Asian_55/mask2.jpg
000015,male,55,mask3,1,61.25 76.125 152.83333333333331 154.0,data/train/images/000015_male_Asian_55/mask3.jpg
000015,male,55,mask4,1,60.666666666666664 84.4375 146.41666666666669 154.4375,data/train/images/000015_male_Asian_55/mask4.jpg
000015,male,55,mask5,1,64.75 76.125 159.83333333333331 153.5625,data/train/images/000015_male_Asian_55/mask5.jpg
000016,female,58,incorrect_mask,10,74.66666666666666 85.75 149.91666666666669 159.6875,data/train/images/000016_female_Asian_58/incorrect_mask.jpg
000016,female,58,mask1,4,66.5 73.0625 145.83333333333331 147.875,data/train/images/000016_female_Asian_58/mask1.jpg
000016,female,58,mask2,4,61.25 87.5 142.33333333333331 159.6875,data/train/images/000016_female_Asian_58/mask2.jpg
000016,female,58,mask3,4,68.25 77.875 141.16666666666669 146.5625,data/train/images/000016_female_Asian_58/mask3.jpg
000016,female,58,mask4,4,70.58333333333334 78.75 163.33333333333331 161.4375,data/train/images/000016_female_Asian_58/mask4.jpg
000016,female,58,mask5,4,67.08333333333334 67.8125 148.16666666666669 135.625,data/train/images/000016_female_Asian_58/mask5.jpg
000018,female,59,incorrect_mask,10,49.0 76.125 149.33333333333331 158.375,data/train/images/000018_female_Asian_59/incorrect_mask.jpg
000018,female,59,mask1,4,53.66666666666667 72.625 155.16666666666669 163.1875,data/train/images/000018_female_Asian_59/mask1.jpg
000018,female,59,mask2,4,54.83333333333333 76.5625 144.66666666666669 156.625,data/train/images/000018_female_Asian_59/mask2.jpg
000018,female,59,mask3,4,56.583333333333336 85.75 154.0 171.5,data/train/images/000018_female_Asian_59/mask3.jpg
000018,female,59,mask4,4,57.75 87.0625 146.41666666666669 160.125,data/train/images/000018_female_Asian_59/mask4.jpg
000018,female,59,mask5,4,45.5 76.5625 141.75 154.4375,data/train/images/000018_female_Asian_59/mask5.jpg
000019,female,57,incorrect_mask,10,61.25 71.75 142.91666666666669 119.875,data/train/images/000019_female_Asian_57/incorrect_mask.jpg
000019,female,57,mask1,4,59.5 73.5 161.0 157.9375,data/train/images/000019_female_Asian_57/mask1.jpg
000019,female,57,mask2,4,60.666666666666664 91.875 144.08333333333331 157.9375,data/train/images/000019_female_Asian_57/mask2.jpg
000019,female,57,mask3,4,64.75 82.25 158.08333333333331 162.75,data/train/images/000019_female_Asian_57/mask3.jpg
000019,female,57,mask4,4,67.66666666666666 81.8125 154.58333333333331 156.1875,data/train/images/000019_female_Asian_57/mask4.jpg
000019,female,57,mask5,4,61.833333333333336 64.3125 154.0 140.0,data/train/images/000019_female_Asian_57/mask5.jpg
000020,female,50,mask1,4,85.16666666666666 73.9375 165.66666666666669 142.625,data/train/images/000020_female_Asian_50/mask1.jpg
000020,female,50,mask2,4,70.0 78.75 144.66666666666669 145.25,data/train/images/000020_female_Asian_50/mask2.jpg
000020,female,50,mask3,4,64.16666666666666 72.1875 147.58333333333331 143.0625,data/train/images/000020_female_Asian_50/mask3.jpg
000020,female,50,mask4,4,70.0 76.5625 147.58333333333331 142.625,data/train/images/000020_female_Asian_50/mask4.jpg
000020,female,50,mask5,4,75.25 77.0 152.25 140.4375,data/train/images/000020_female_Asian_50/mask5.jpg
000021,female,54,mask1,4,79.91666666666666 81.8125 146.41666666666669 139.5625,data/train/images/000021_female_Asian_54/mask1.jpg
000021,female,54,mask2,4,72.91666666666666 73.0625 148.16666666666669 136.0625,data/train/images/000021_female_Asian_54/mask2.jpg
000021,female,54,mask3,4,71.16666666666666 84.875 147.0 149.1875,data/train/images/000021_female_Asian_54/mask3.jpg
000021,female,54,mask4,4,64.16666666666666 108.0625 144.66666666666669 177.625,data/train/images/000021_female_Asian_54/mask4.jpg
000021,female,54,mask5,4,73.5 87.9375 147.58333333333331 150.5,data/train/images/000021_female_Asian_54/mask5.jpg
000022,female,58,incorrect_mask,10,58.333333333333336 88.8125 152.83333333333331 171.9375,data/train/images/000022_female_Asian_58/incorrect_mask.jpg
000022,female,58,mask1,4,65.33333333333334 91.0 152.83333333333331 166.25,data/train/images/000022_female_Asian_58/mask1.jpg
000022,female,58,mask2,4,52.5 82.6875 151.66666666666669 166.25,data/train/images/000022_female_Asian_58/mask2.jpg
000022,female,58,mask3,4,51.91666666666667 84.875 141.16666666666669 157.9375,data/train/images/000022_female_Asian_58/mask3.jpg
000022,female,58,mask4,4,54.25 75.25 155.16666666666669 164.0625,data/train/images/000022_female_Asian_58/mask4.jpg
000022,female,58,mask5,4,60.666666666666664 86.1875 146.41666666666669 158.8125,data/train/images/000022_female_Asian_58/mask5.jpg
000023,female,55,mask1,4,55.41666666666667 85.3125 138.83333333333331 157.5,data/train/images/000023_female_Asian_55/mask1.jpg
000023,female,55,mask2,4,51.91666666666667 80.5 140.0 155.3125,data/train/images/000023_female_Asian_55/mask2.jpg
000023,female,55,mask3,4,65.91666666666666 81.8125 149.91666666666669 152.25,data/train/images/000023_female_Asian_55/mask3.jpg
000023,female,55,mask4,4,60.666666666666664 84.4375 147.0 156.625,data/train/images/000023_female_Asian_55/mask4.jpg
000023,female,55,mask5,4,60.083333333333336 83.5625 147.0 155.75,data/train/images/000023_female_Asian_55/mask5.jpg
000024,female,58,mask1,4,58.333333333333336 88.8125 155.75 164.0625,data/train/images/000024_female_Asian_58/mask1.jpg
000024,female,58,mask2,4,58.916666666666664 82.6875 161.0 162.3125,data/train/images/000024_female_Asian_58/mask2.jpg
000024,female,58,mask3,4,59.5 90.5625 156.33333333333331 171.0625,data/train/images/000024_female_Asian_58/mask3.jpg
000024,female,58,mask4,4,54.83333333333333 91.4375 157.5 168.875,data/train/images/000024_female_Asian_58/mask4.jpg
000024,female,58,mask5,4,60.666666666666664 86.1875 148.16666666666669 160.125,data/train/images/000024_female_Asian_58/mask5.jpg
000025,female,49,incorrect_mask,10,74.66666666666666 100.1875 154.0 173.6875,data/train/images/000025_female_Asian_49/incorrect_mask.jpg
000025,female,49,mask1,4,76.41666666666666 79.625 154.0 148.3125,data/train/images/000025_female_Asian_49/mask1.jpg
000025,female,49,mask2,4,61.25 90.125 136.5 154.0,data/train/images/000025_female_Asian_49/mask2.jpg
000025,female,49,mask3,4,53.66666666666667 78.75 138.83333333333331 148.75,data/train/images/000025_female_Asian_49/mask3.jpg
000025,female,49,mask4,4,63.583333333333336 92.3125 142.33333333333331 157.0625,data/train/images/000025_female_Asian_49/mask4.jpg
000025,female,49,mask5,4,71.16666666666666 77.4375 148.75 140.0,data/train/images/000025_female_Asian_49/mask5.jpg
000026,female,56,incorrect_mask,10,63.583333333333336 88.375 149.33333333333331 155.3125,data/train/images/000026_female_Asian_56/incorrect_mask.jpg
000026,female,56,mask1,4,78.16666666666666 86.1875 155.16666666666669 148.75,data/train/images/000026_female_Asian_56/mask1.jpg
000026,female,56,mask2,4,65.33333333333334 84.875 138.83333333333331 146.5625,data/train/images/000026_female_Asian_56/mask2.jpg
000026,female,56,mask3,4,52.5 91.4375 141.75 163.1875,data/train/images/000026_female_Asian_56/mask3.jpg
000026,female,56,mask4,4,67.66666666666666 84.0 151.66666666666669 156.1875,data/train/images/000026_female_Asian_56/mask4.jpg
000026,female,56,mask5,4,73.5 90.5625 148.16666666666669 151.8125,data/train/images/000026_female_Asian_56/mask5.jpg
000028,female,58,incorrect_mask,10,59.5 81.8125 148.16666666666669 160.125,data/train/images/000028_female_Asian_58/incorrect_mask.jpg
000028,female,58,mask1,4,65.91666666666666 79.1875 163.33333333333331 162.3125,data/train/images/000028_female_Asian_58/mask1.jpg
000028,female,58,mask2,4,56.583333333333336 101.9375 152.83333333333331 182.875,data/train/images/000028_female_Asian_58/mask2.jpg
000028,female,58,mask3,4,62.416666666666664 92.3125 161.0 176.75,data/train/images/000028_female_Asian_58/mask3.jpg
000028,female,58,mask4,4,67.66666666666666 83.125 148.16666666666669 150.9375,data/train/images/000028_female_Asian_58/mask4.jpg
000028,female,58,mask5,4,51.33333333333333 76.125 151.08333333333331 109.8125,data/train/images/000028_female_Asian_58/mask5.jpg
000029,female,58,incorrect_mask,10,61.833333333333336 74.375 151.08333333333331 136.5,data/train/images/000029_female_Asian_58/incorrect_mask.jpg
000029,female,58,mask1,4,52.5 84.4375 141.75 164.5,data/train/images/000029_female_Asian_58/mask1.jpg
000029,female,58,mask2,4,65.33333333333334 91.0 148.75 160.5625,data/train/images/000029_female_Asian_58/mask2.jpg
000029,female,58,mask3,4,44.33333333333333 83.125 147.0 163.625,data/train/images/000029_female_Asian_58/mask3.jpg
000029,female,58,mask4,4,58.333333333333336 91.4375 141.16666666666669 158.8125,data/train/images/000029_female_Asian_58/mask4.jpg
000029,female,58,mask5,4,48.41666666666667 86.1875 156.33333333333331 178.5,data/train/images/000029_female_Asian_58/mask5.jpg
000030,female,55,incorrect_mask,10,63.583333333333336 73.0625 156.33333333333331 156.1875,data/train/images/000030_female_Asian_55/incorrect_mask.jpg
000030,female,55,mask1,4,63.0 68.6875 159.83333333333331 161.0,data/train/images/000030_female_Asian_55/mask1.jpg
000030,female,55,mask2,4,49.0 75.25 151.66666666666669 160.125,data/train/images/000030_female_Asian_55/mask2.jpg
000030,female,55,mask3,4,50.75 58.1875 161.0 147.875,data/train/images/000030_female_Asian_55/mask3.jpg
000030,female,55,mask4,4,47.83333333333333 77.875 166.83333333333331 175.4375,data/train/images/000030_female_Asian_55/mask4.jpg
000030,female,55,mask5,4,49.58333333333333 92.75 165.08333333333331 185.5,data/train/images/000030_female_Asian_55/mask5.jpg
000031,female,54,incorrect_mask,10,64.75 89.25 150.5 161.4375,data/train/images/000031_female_Asian_54/incorrect_mask.jpg
000031,female,54,mask1,4,51.91666666666667 90.5625 147.0 177.1875,data/train/images/000031_female_Asian_54/mask1.jpg
000031,female,54,mask2,4,63.0 97.5625 151.08333333333331 173.6875,data/train/images/000031_female_Asian_54/mask2.jpg
000031,female,54,mask3,4,57.166666666666664 89.25 152.83333333333331 164.5,data/train/images/000031_female_Asian_54/mask3.jpg
000031,female,54,mask4,4,56.583333333333336 89.25 152.25 165.375,data/train/images/000031_female_Asian_54/mask4.jpg
000031,female,54,mask5,4,50.16666666666667 91.0 138.83333333333331 167.5625,data/train/images/000031_female_Asian_54/mask5.jpg
000033,male,57,incorrect_mask,7,69.41666666666666 70.0 147.58333333333331 151.8125,data/train/images/000033_male_Asian_57/incorrect_mask.jpg
000033,male,57,mask1,1,70.58333333333334 81.375 144.66666666666669 150.5,data/train/images/000033_male_Asian_57/mask1.jpg
000033,male,57,mask2,1,57.75 86.625 146.41666666666669 172.8125,data/train/images/000033_male_Asian_57/mask2.jpg
000033,male,57,mask3,1,54.83333333333333 87.5 145.83333333333331 176.3125,data/train/images/000033_male_Asian_57/mask3.jpg
000033,male,57,mask4,1,67.66666666666666 86.625 144.08333333333331 161.0,data/train/images/000033_male_Asian_57/mask4.jpg
000033,male,57,mask5,1,66.5 84.875 152.25 165.8125,data/train/images/000033_male_Asian_57/mask5.jpg
000034,female,55,incorrect_mask,10,65.33333333333334 72.625 148.75 143.9375,data/train/images/000034_female_Asian_55/incorrect_mask.jpg
000034,female,55,mask1,4,65.33333333333334 82.25 138.25 147.875,data/train/images/000034_female_Asian_55/mask1.jpg
000034,female,55,mask2,4,70.0 81.375 150.5 155.3125,data/train/images/000034_female_Asian_55/mask2.jpg
000034,female,55,mask3,4,68.83333333333334 82.25 142.33333333333331 147.0,data/train/images/000034_female_Asian_55/mask3.jpg
000034,female,55,mask4,4,57.75 72.1875 142.33333333333331 148.75,data/train/images/000034_female_Asian_55/mask4.jpg
000034,female,55,mask5,4,73.5 96.6875 149.91666666666669 164.5,data/train/images/000034_female_Asian_55/mask5.jpg
000036,female,58,incorrect_mask,10,61.833333333333336 79.1875 154.0 155.3125,data/train/images/000036_female_Asian_58/incorrect_mask.jpg
000036,female,58,mask1,4,50.16666666666667 83.5625 139.41666666666669 158.375,data/train/images/000036_female_Asian_58/mask1.jpg
000036,female,58,mask2,4,52.5 84.875 145.25 164.0625,data/train/images/000036_female_Asian_58/mask2.jpg
000036,female,58,mask3,4,56.0 90.5625 151.66666666666669 167.125,data/train/images/000036_female_Asian_58/mask3.jpg
000036,female,58,mask4,4,65.33333333333334 88.8125 153.41666666666669 162.75,data/train/images/000036_female_Asian_58/mask4.jpg
000036,female,58,mask5,4,67.66666666666666 84.875 153.41666666666669 155.3125,data/train/images/000036_female_Asian_58/mask5.jpg
000037,female,58,incorrect_mask,10,70.58333333333334 78.75 145.25 123.375,data/train/images/000037_female_Asian_58/incorrect_mask.jpg
000037,female,58,mask1,4,67.66666666666666 77.4375 145.83333333333331 146.5625,data/train/images/000037_female_Asian_58/mask1.jpg
000037,female,58,mask2,4,64.75 66.0625 146.41666666666669 136.9375,data/train/images/000037_female_Asian_58/mask2.jpg
000037,female,58,mask3,4,75.83333333333334 74.8125 152.25 141.3125,data/train/images/000037_female_Asian_58/mask3.jpg
000037,female,58,mask4,4,49.58333333333333 88.8125 145.83333333333331 173.6875,data/train/images/000037_female_Asian_58/mask4.jpg
000037,female,58,mask5,4,69.41666666666666 87.9375 152.25 163.1875,data/train/images/000037_female_Asian_58/mask5.jpg
000038,female,58,incorrect_mask,10,50.75 79.625 152.25 163.625,data/train/images/000038_female_Asian_58/incorrect_mask.jpg
000038,female,58,mask1,4,51.33333333333333 84.875 154.0 176.75,data/train/images/000038_female_Asian_58/mask1.jpg
000038,female,58,mask2,4,59.5 104.5625 156.91666666666669 189.0,data/train/images/000038_female_Asian_58/mask2.jpg
000038,female,58,mask3,4,45.5 85.3125 154.58333333333331 186.375,data/train/images/000038_female_Asian_58/mask3.jpg
000038,female,58,mask4,4,52.5 85.75 155.75 169.75,data/train/images/000038_female_Asian_58/mask4.jpg
000038,female,58,mask5,4,49.58333333333333 77.875 154.0 170.625,data/train/images/000038_female_Asian_58/mask5.jpg
000039,female,57,incorrect_mask,10,58.333333333333336 85.75 148.16666666666669 166.6875,data/train/images/000039_female_Asian_57/incorrect_mask.jpg
000039,female,57,mask1,4,54.83333333333333 91.4375 142.33333333333331 171.0625,data/train/images/000039_female_Asian_57/mask1.jpg
000039,female,57,mask2,4,53.08333333333333 78.75 148.75 165.375,data/train/images/000039_female_Asian_57/mask2.jpg
000039,female,57,mask3,4,59.5 98.875 151.66666666666669 181.125,data/train/images/000039_female_Asian_57/mask3.jpg
000039,female,57,mask4,4,57.166666666666664 87.9375 141.16666666666669 164.5,data/train/images/000039_female_Asian_57/mask4.jpg
000039,female,57,mask5,4,65.91666666666666 91.0 145.83333333333331 161.4375,data/train/images/000039_female_Asian_57/mask5.jpg
000040,female,57,incorrect_mask,10,61.833333333333336 76.5625 148.75 153.125,data/train/images/000040_female_Asian_57/incorrect_mask.jpg
000040,female,57,mask1,4,67.08333333333334 82.25 147.0 154.875,data/train/images/000040_female_Asian_57/mask1.jpg
000040,female,57,mask2,4,67.66666666666666 84.0 152.25 153.125,data/train/images/000040_female_Asian_57/mask2.jpg
000040,female,57,mask3,4,70.58333333333334 82.6875 148.75 153.5625,data/train/images/000040_female_Asian_57/mask3.jpg
000040,female,57,mask4,4,63.0 92.75 146.41666666666669 165.8125,data/train/images/000040_female_Asian_57/mask4.jpg
000040,female,57,mask5,4,58.333333333333336 79.1875 147.58333333333331 155.75,data/train/images/000040_female_Asian_57/mask5.jpg
000041,female,58,incorrect_mask,10,60.083333333333336 84.875 149.91666666666669 161.0,data/train/images/000041_female_Asian_58/incorrect_mask.jpg
000041,female,58,mask1,4,56.583333333333336 71.3125 149.91666666666669 146.125,data/train/images/000041_female_Asian_58/mask1.jpg
000041,female,58,mask2,4,57.75 75.25 159.83333333333331 158.375,data/train/images/000041_female_Asian_58/mask2.jpg
000041,female,58,mask3,4,57.75 79.1875 152.25 156.1875,data/train/images/000041_female_Asian_58/mask3.jpg
000041,female,58,mask4,4,63.0 89.6875 154.58333333333331 164.9375,data/train/images/000041_female_Asian_58/mask4.jpg
000041,female,58,mask5,4,43.75 79.625 166.83333333333331 175.875,data/train/images/000041_female_Asian_58/mask5.jpg
000043,male,56,incorrect_mask,7,60.666666666666664 84.0 147.58333333333331 161.875,data/train/images/000043_male_Asian_56/incorrect_mask.jpg
000043,male,56,mask1,1,61.833333333333336 86.1875 146.41666666666669 162.75,data/train/images/000043_male_Asian_56/mask1.jpg
000043,male,56,mask2,1,58.916666666666664 80.5 144.66666666666669 160.5625,data/train/images/000043_male_Asian_56/mask2.jpg
000043,male,56,mask3,1,46.08333333333333 78.3125 149.33333333333331 176.75,data/train/images/000043_male_Asian_56/mask3.jpg
000043,male,56,mask4,1,53.08333333333333 72.625 145.83333333333331 157.5,data/train/images/000043_male_Asian_56/mask4.jpg
000043,male,56,mask5,1,52.5 69.5625 152.25 161.4375,data/train/images/000043_male_Asian_56/mask5.jpg
000044,female,58,mask1,4,57.75 75.25 165.66666666666669 168.0,data/train/images/000044_female_Asian_58/mask1.jpg
000044,female,58,mask2,4,64.16666666666666 79.625 156.33333333333331 158.375,data/train/images/000044_female_Asian_58/mask2.jpg
000044,female,58,mask3,4,69.41666666666666 84.4375 154.0 157.0625,data/train/images/000044_female_Asian_58/mask3.jpg
000044,female,58,mask4,4,61.833333333333336 91.875 153.41666666666669 167.5625,data/train/images/000044_female_Asian_58/mask4.jpg
000044,female,58,mask5,4,62.416666666666664 85.3125 158.08333333333331 164.9375,data/train/images/000044_female_Asian_58/mask5.jpg
000045,female,56,incorrect_mask,10,63.583333333333336 83.125 148.75 155.75,data/train/images/000045_female_Asian_56/incorrect_mask.jpg
000045,female,56,mask1,4,60.083333333333336 84.4375 164.5 175.875,data/train/images/000045_female_Asian_56/mask1.jpg
000045,female,56,mask2,4,57.75 85.3125 158.66666666666669 168.4375,data/train/images/000045_female_Asian_56/mask2.jpg
000045,female,56,mask3,4,56.0 82.6875 154.0 162.75,data/train/images/000045_female_Asian_56/mask3.jpg
000045,female,56,mask4,4,54.25 75.25 159.25 164.9375,data/train/images/000045_female_Asian_56/mask4.jpg
000045,female,56,mask5,4,60.666666666666664 84.4375 151.08333333333331 157.5,data/train/images/000045_female_Asian_56/mask5.jpg
000046,male,55,incorrect_mask,7,60.666666666666664 83.5625 153.41666666666669 160.5625,data/train/images/000046_male_Asian_55/incorrect_mask.jpg
000046,male,55,mask1,1,67.08333333333334 88.375 157.5 164.0625,data/train/images/000046_male_Asian_55/mask1.jpg
000046,male,55,mask2,1,62.416666666666664 69.5625 162.16666666666669 155.3125,data/train/images/000046_male_Asian_55/mask2.jpg
000046,male,55,mask3,1,57.166666666666664 72.1875 158.66666666666669 160.125,data/train/images/000046_male_Asian_55/mask3.jpg
000046,male,55,mask4,1,59.5 78.75 150.5 156.625,data/train/images/000046_male_Asian_55/mask4.jpg
000046,male,55,mask5,1,70.58333333333334 81.8125 169.16666666666669 162.75,data/train/images/000046_male_Asian_55/mask5.jpg
000047,male,58,incorrect_mask,7,61.833333333333336 84.875 147.58333333333331 156.625,data/train/images/000047_male_Asian_58/incorrect_mask.jpg
000047,male,58,mask1,1,69.41666666666666 86.625 160.41666666666669 160.5625,data/train/images/000047_male_Asian_58/mask1.jpg
000047,male,58,mask2,1,64.16666666666666 85.3125 147.58333333333331 156.1875,data/train/images/000047_male_Asian_58/mask2.jpg
000047,male,58,mask3,1,65.33333333333334 80.5 152.83333333333331 157.0625,data/train/images/000047_male_Asian_58/mask3.jpg
000047,male,58,mask4,1,54.83333333333333 82.25 149.33333333333331 163.1875,data/train/images/000047_male_Asian_58/mask4.jpg
